id,title,authors,year,tier,area,doc_type,url,landing,repo,source,fetched,sha256,reason_not_fetched
doi:10.18653/v1/2022.findings-emnlp.306,Graph Embeddings for Argumentation Quality Assessment,Santiago Marro; Elena Cabrio; Serena Villata,2022,,mining|quality|resources,conference,https://aclanthology.org/2022.findings-emnlp.306.pdf,https://aclanthology.org/2022.findings-emnlp.306/,,acl,False,,
doi:10.18653/v1/2023.acl-long.238,Modeling Appropriate Language in Argumentation,Timon Ziegenbein; Shahbaz Syed; Felix Lange; Martin Potthast,2023,,quality,conference,https://aclanthology.org/2023.acl-long.238.pdf,https://aclanthology.org/2023.acl-long.238/,,acl,False,,
doi:10.18653/v1/2023.argmining-1.14,"TILFA: A Unified Framework for Text, Image, and Layout Fusion in Argument Mining",Qing Zong; Zhaowei Wang; Baixuan Xu; Tianshi Zheng,2023,,mining,workshop,https://aclanthology.org/2023.argmining-1.14.pdf,https://aclanthology.org/2023.argmining-1.14/,,acl,False,,
doi:10.18653/v1/2023.argmining-1.9,Dimensionality Reduction for Machine Learning-based Argument Mining,Andrés Segura-Tinoco; Iván Cantador,2023,,mining,workshop,https://aclanthology.org/2023.argmining-1.9.pdf,https://aclanthology.org/2023.argmining-1.9/,,acl,False,,
doi:10.18653/v1/2023.emnlp-main.128,VivesDebate-Speech: A Corpus of Spoken Argumentation to Leverage Audio Features for Argument Mining,Ramon Ruiz-Dolz; Javier Iranzo-Sánchez,2023,,mining|resources,conference,https://aclanthology.org/2023.emnlp-main.128.pdf,https://aclanthology.org/2023.emnlp-main.128/,https://github.com/UKPLab/naacl18-multitask_argument_mining,acl,False,,
doi:10.18653/v1/2023.emnlp-main.645,Contextual Interaction for Argument Post Quality Assessment,Yiran Wang; Xuanang Chen; Ben He; Le Sun,2023,,llm|quality,conference,https://aclanthology.org/2023.emnlp-main.645.pdf,https://aclanthology.org/2023.emnlp-main.645/,,acl,False,,
doi:10.18653/v1/2023.findings-emnlp.624,In-Context Learning Creates Task Vectors,Roee Hendel; Mor Geva; Amir Globerson,2023,,llm,conference,https://aclanthology.org/2023.findings-emnlp.624.pdf,https://aclanthology.org/2023.findings-emnlp.624/,,acl,False,,
doi:10.18653/v1/2024.acl-long.240,Missci: Reconstructing Fallacies in Misrepresented Science,Max Glockner; Yufang Hou; Preslav Nakov; Iryna Gurevych,2024,,llm|quality,conference,https://aclanthology.org/2024.acl-long.240.pdf,https://aclanthology.org/2024.acl-long.240/,,acl,False,,
doi:10.18653/v1/2024.acl-long.520,Beyond Recognising Entailment: Formalising Natural Language Inference from an Argumentative Perspective,Ameer Saadat-Yazdi; Nadin Kökciyan,2024,,dialogue|mining|resources,conference,https://aclanthology.org/2024.acl-long.520.pdf,https://aclanthology.org/2024.acl-long.520/,,acl,False,,
doi:10.18653/v1/2024.argmining-1.1,ARIES: A General Benchmark for Argument Relation Identification,Debela Gemechu; Ramon Ruiz-Dolz; Chris Reed,2024,,mining|resources,workshop,https://aclanthology.org/2024.argmining-1.1.pdf,https://aclanthology.org/2024.argmining-1.1/,,acl,False,,
doi:10.18653/v1/2024.argmining-1.4,Exploiting Dialogue Acts and Context to Identify Argumentative Relations in Online Debates,Stefano Mezza; Wayne Wobcke; Alan Blair,2024,,dialogue|mining,workshop,https://aclanthology.org/2024.argmining-1.4.pdf,https://aclanthology.org/2024.argmining-1.4/,,acl,False,,
doi:10.18653/v1/2024.eacl-long.117,Polarized Opinion Detection Improves the Detection of Toxic Language,John Pavlopoulos; Aristidis Likas,2024,,quality|resources,conference,https://aclanthology.org/2024.eacl-long.117.pdf,https://aclanthology.org/2024.eacl-long.117/,,acl,False,,
doi:10.18653/v1/2024.eacl-long.159,"Sensitivity, Performance, Robustness: Deconstructing the Effect of Sociodemographic Prompting",Tilman Beck; Hendrik Schuff; Anne Lauscher; Iryna Gurevych,2024,,llm,conference,https://aclanthology.org/2024.eacl-long.159.pdf,https://aclanthology.org/2024.eacl-long.159/,,acl,False,,
doi:10.18653/v1/2024.emnlp-main.1155,Let’s discuss! Quality Dimensions and Annotated Datasets for Computational Argument Quality Assessment,Rositsa V Ivanova; Thomas Huber; Christina Niklaus,2024,,quality|resources,conference,https://aclanthology.org/2024.emnlp-main.1155.pdf,https://aclanthology.org/2024.emnlp-main.1155/,,acl,False,,
doi:10.18653/v1/2024.emnlp-main.608,Diversity Over Size: On the Effect of Sample and Topic Sizes for Topic-Dependent Argument Mining Datasets,Benjamin Schiller; Johannes Daxenberger; Andreas Waldis; Iryna Gurevych,2024,,mining|resources|llm,conference,https://aclanthology.org/2024.emnlp-main.608.pdf,https://aclanthology.org/2024.emnlp-main.608/,https://github.com/mit0110/argument_mining,acl,False,,
doi:10.18653/v1/2024.emnlp-main.730,Boosting Logical Fallacy Reasoning in LLMs via Logical Structure Tree,Yuanyuan Lei; Ruihong Huang,2024,,llm|quality|resources,conference,https://aclanthology.org/2024.emnlp-main.730.pdf,https://aclanthology.org/2024.emnlp-main.730/,,acl,False,,
doi:10.18653/v1/2024.findings-acl.56,Implanting LLM’s Knowledge via Reading Comprehension Tree for Toxicity Detection,Hankun Kang; Tieyun Qian,2024,,llm,conference,https://aclanthology.org/2024.findings-acl.56.pdf,https://aclanthology.org/2024.findings-acl.56/,,acl,False,,
doi:10.18653/v1/2024.findings-acl.9,Which Side Are You On? A Multi-task Dataset for End-to-End Argument Summarisation and Evaluation,Hao Li; Yuping Wu; Viktor Schlegel; Riza Batista-Navarro,2024,,llm|mining|quality|resources,conference,https://aclanthology.org/2024.findings-acl.9.pdf,https://aclanthology.org/2024.findings-acl.9/,https://github.com/UKPLab/naacl18-multitask_argument_mining,acl,False,,
doi:10.18653/v1/2024.naacl-long.130,From Language Modeling to Instruction Following: Understanding the Behavior Shift in LLMs after Instruction Tuning,Xuansheng Wu; Wenlin Yao; Jianshu Chen; Xiaoman Pan,2024,,llm,conference,https://aclanthology.org/2024.naacl-long.130.pdf,https://aclanthology.org/2024.naacl-long.130/,,acl,False,,
doi:10.18653/v1/2024.naacl-long.18,Head-to-Tail: How Knowledgeable are Large Language Models (LLMs)? A.K.A. Will LLMs Replace Knowledge Graphs?,Kai Sun; Yifan Xu; Hanwen Zha; Yue Liu,2024,,llm,conference,https://aclanthology.org/2024.naacl-long.18.pdf,https://aclanthology.org/2024.naacl-long.18/,,acl,False,,
doi:10.18653/v1/2024.naacl-long.296,CASA: Causality-driven Argument Sufficiency Assessment,Xiao Liu; Yansong Feng; Kai-Wei Chang,2024,,llm|quality,conference,https://aclanthology.org/2024.naacl-long.296.pdf,https://aclanthology.org/2024.naacl-long.296/,,acl,False,,
doi:10.18653/v1/2024.naacl-short.28,Contextualizing Argument Quality Assessment with Relevant Knowledge,Darshan Deshpande; Zhivar Sourati; Filip Ilievski; Fred Morstatter,2024,,llm|quality,conference,https://aclanthology.org/2024.naacl-short.28.pdf,https://aclanthology.org/2024.naacl-short.28/,,acl,False,,
doi:10.18653/v1/2025.acl-demo.45,DISPUTool 3.0: Fallacy Detection and Repairing in Argumentative Political Debates,Pierpaolo Goffredo; Deborah Dore; Elena Cabrio; Serena Villata,2025,,mining|quality,conference,https://aclanthology.org/2025.acl-demo.45.pdf,https://aclanthology.org/2025.acl-demo.45/,,acl,False,,
doi:10.18653/v1/2025.acl-long.1335,InspireDebate: Multi-Dimensional Subjective-Objective Evaluation-Guided Reasoning and Optimization for Debating,Fuyu Wang; Jiangtong Li; Kun Zhu; Changjun Jiang,2025,,llm|quality,conference,https://aclanthology.org/2025.acl-long.1335.pdf,https://aclanthology.org/2025.acl-long.1335/,,acl,False,,
doi:10.18653/v1/2025.acl-long.593,A Multi-persona Framework for Argument Quality Assessment,Bojun Jin; Jianzhu Bao; Yufang Hou; Yang Sun,2025,,llm|quality,conference,https://aclanthology.org/2025.acl-long.593.pdf,https://aclanthology.org/2025.acl-long.593/,,acl,False,,
doi:10.18653/v1/2025.argmining-1.1,“The Facts Speak for Themselves”: GPT and Fallacy Classification,Erisa Bytyqi; Annette Hautli-Janisz,2025,,llm|quality,workshop,https://aclanthology.org/2025.argmining-1.1.pdf,https://aclanthology.org/2025.argmining-1.1/,,acl,False,,
doi:10.18653/v1/2025.argmining-1.20,From Debates to Diplomacy: Argument Mining Across Political Registers,Maria Poiaganova; Manfred Stede,2025,,mining|resources,workshop,https://aclanthology.org/2025.argmining-1.20.pdf,https://aclanthology.org/2025.argmining-1.20/,,acl,False,,
doi:10.18653/v1/2025.argmining-1.35,Overview of MM-ArgFallacy2025 on Multimodal Argumentative Fallacy Detection and Classification in Political Debates,Eleonora Mancini; Federico Ruggeri; Serena Villata; Paolo Torroni,2025,,mining|quality|resources,workshop,https://aclanthology.org/2025.argmining-1.35.pdf,https://aclanthology.org/2025.argmining-1.35/,https://github.com/AzkaQadir/multimodal-fallacy-detection,acl,False,,
doi:10.18653/v1/2025.argmining-1.36,Argumentative Fallacy Detection in Political Debates,Eva Cantín Larumbe; Adriana Chust Vendrell,2025,,dialogue|mining|quality|llm,workshop,https://aclanthology.org/2025.argmining-1.36.pdf,https://aclanthology.org/2025.argmining-1.36/,,acl,False,,
doi:10.18653/v1/2025.findings-acl.611,DOVE: A Large-Scale Multi-Dimensional Predictions Dataset Towards Meaningful LLM Evaluation,Eliya Habba; Ofir Arviv; Itay Itzhak; Yotam Perlitz,2025,,llm|resources,conference,https://aclanthology.org/2025.findings-acl.611.pdf,https://aclanthology.org/2025.findings-acl.611/,https://github.com/Hellisotherpeople/DebateSum,acl,False,,
doi:10.18653/v1/2025.findings-acl.702,Can Large Language Models Understand Argument Schemes?,Elfia Bezou-Vrakatseli; Oana Cocarascu; Sanjay Modgil,2025,,llm,conference,https://aclanthology.org/2025.findings-acl.702.pdf,https://aclanthology.org/2025.findings-acl.702/,,acl,False,,
doi:10.18653/v1/2025.findings-emnlp.758,Coherence of Argumentative Dialogue Snippets: A New Method for Large Scale Evaluation with an Application to Inference Anchoring Theory,Paul Piwek; Jacopo Amidei; Svetlana Stoyanchev,2025,,dialogue|formal,conference,https://aclanthology.org/2025.findings-emnlp.758.pdf,https://aclanthology.org/2025.findings-emnlp.758/,,acl,False,,
doi:10.18653/v1/2025.findings-naacl.384,"Large Language Models Are Better Logical Fallacy Reasoners with Counterargument, Explanation, and Goal-Aware Prompt Formulation",Jiwon Jeong; Hyeju Jang; Hogun Park,2025,,llm|quality,conference,https://aclanthology.org/2025.findings-naacl.384.pdf,https://aclanthology.org/2025.findings-naacl.384/,,acl,False,,
doi:10.18653/v1/2025.naacl-long.382,Towards a Perspectivist Turn in Argument Quality Assessment,Julia Romberg; Maximilian Maurer; Henning Wachsmuth; Gabriella Lapesa,2025,,quality,conference,https://aclanthology.org/2025.naacl-long.382.pdf,https://aclanthology.org/2025.naacl-long.382/,,acl,False,,
doi:10.18653/v1/2026.acl-long.59,Beyond Detection: Evaluating Fallacy Awareness of LLMs in Interactive Scenarios,Conghui Niu; Ningxin Wu; Ziran Zhao; Dong Yu,2026,,llm|quality,conference,https://aclanthology.org/2026.acl-long.59.pdf,https://aclanthology.org/2026.acl-long.59/,,acl,False,,
doi:10.18653/v1/2026.acl-srw.30,Debiasing Logical Fallacy Detection for Real-World Robustness via Counterfactually Augmented Data,Navyansh Singh,2026,,llm|quality,workshop,https://aclanthology.org/2026.acl-srw.30.pdf,https://aclanthology.org/2026.acl-srw.30/,,acl,False,,
doi:10.18653/v1/2026.argmining-1.3,A Three-Level Audit of LLM Alignment for Argument Quality Assessment,Wei-Fan Chen; Jinming Yu; Lucie Flek,2026,,llm|quality,workshop,https://aclanthology.org/2026.argmining-1.3.pdf,https://aclanthology.org/2026.argmining-1.3/,,acl,False,,
doi:10.18653/v1/2026.argmining-1.5,AMResources: Cataloging Argument Mining Datasets,Dexter Williams; Shiwei Liu; Manfred Stede; Henning Wachsmuth,2026,,llm|mining|resources,workshop,https://aclanthology.org/2026.argmining-1.5.pdf,https://aclanthology.org/2026.argmining-1.5/,https://github.com/mit0110/argument_mining,acl,False,,
doi:10.18653/v1/2026.eacl-long.316,"Emotionally Charged, Logically Blurred: AI-driven Emotional Framing Impairs Human Fallacy Detection",Yanran Chen; Lynn Greschner; Roman Klinger; Michael Klenk,2026,,llm|quality,conference,https://aclanthology.org/2026.eacl-long.316.pdf,https://aclanthology.org/2026.eacl-long.316/,,acl,False,,
doi:10.18653/v1/2026.findings-acl.1246,From Atomic to Complex tasks: Cross-Tasking Improves Zero-Shot Argument Generation and Retrieval,Lynda Tamine; Ahmed Rayane Kebir; Merveille Dona Codjo; Enzo Pasquies,2026,,llm|quality,conference,https://aclanthology.org/2026.findings-acl.1246.pdf,https://aclanthology.org/2026.findings-acl.1246/,,acl,False,,
doi:10.18653/v1/2026.findings-eacl.97,Detecting Winning Arguments with Large Language Models and Persuasion Strategies,Tiziano Labruna; Arkadiusz Modzelewski; Giorgio Satta; Giovanni Da San Martino,2026,,llm|quality,conference,https://aclanthology.org/2026.findings-eacl.97.pdf,https://aclanthology.org/2026.findings-eacl.97/,,acl,False,,
doi:10.18653/v1/d17-1070,Supervised Learning of Universal Sentence Representations from Natural Language Inference Data,Alexis Conneau; Douwe Kiela; Holger Schwenk; Loïc Barrault,2017,,resources,conference,https://arxiv.org/pdf/1705.02364,https://aclanthology.org/D17-1070/,,arxiv,False,,
doi:10.18653/v1/d19-1481,Trouble on the Horizon: Forecasting the Derailment of Online Conversations as they Develop,Jonathan P. Chang; Cristian Danescu-Niculescu-Mizil,2019,,dialogue|resources,conference,https://aclanthology.org/D19-1481.pdf,https://aclanthology.org/D19-1481/,,acl,False,,
doi:10.18653/v1/d19-1564,Automatic Argument Quality Assessment - New Datasets and Methods,Assaf Toledo; Shai Gretz; Edo Cohen-Karlik; Roni Friedman,2019,,quality|resources,conference,https://aclanthology.org/D19-1564.pdf,https://aclanthology.org/D19-1564/,,acl,False,,
doi:10.18653/v1/n18-1101,A Broad-Coverage Challenge Corpus for Sentence Understanding through Inference,Adina Williams; Nikita Nangia; Samuel R. Bowman,2018,,resources,conference,https://arxiv.org/pdf/1704.05426,https://aclanthology.org/N18-1101/,,arxiv,False,,
doi:10.18653/v1/n18-2017,Annotation Artifacts in Natural Language Inference Data,Suchin Gururangan; Swabha Swayamdipta; Omer Levy; Roy Schwartz,2018,,mining|resources,conference,https://arxiv.org/pdf/1803.02324,https://aclanthology.org/N18-2017/,,arxiv,False,,
doi:10.18653/v1/p18-2124,Know What You Don’t Know: Unanswerable Questions for SQuAD,Pranav Rajpurkar; Robin Jia; Percy Liang,2018,,resources,conference,https://arxiv.org/pdf/1806.03822,https://aclanthology.org/P18-2124/,,arxiv,False,,
doi:10.18653/v1/p19-1054,Classification and Clustering of Arguments with Contextualized Word Embeddings,Nils Reimers; Benjamin Schiller; Tilman Beck; Johannes Daxenberger,2019,,resources,conference,https://aclanthology.org/P19-1054.pdf,https://aclanthology.org/P19-1054/,,acl,False,,
doi:10.18653/v1/p19-1334,Right for the Wrong Reasons: Diagnosing Syntactic Heuristics in Natural Language Inference,R. Thomas McCoy; Ellie Pavlick; Tal Linzen,2019,,resources,conference,https://arxiv.org/pdf/1902.01007,https://aclanthology.org/P19-1334/,,arxiv,False,,
doi:10.18653/v1/p19-3031,TARGER: Neural Argument Mining at Your Fingertips,Artem Chernodub; Oleksiy Oliynyk; Philipp Heidenreich; Alexander Bondarenko,2019,,mining|resources,conference,https://aclanthology.org/P19-3031.pdf,https://aclanthology.org/P19-3031/,https://github.com/webis-de/targer-api,acl,False,,
doi:10.18653/v1/s18-2023,Hypothesis Only Baselines in Natural Language Inference,Adam Poliak; Jason Naradowsky; Aparajita Haldar; Rachel Rudinger,2018,,resources,conference,https://arxiv.org/pdf/1805.01042,https://aclanthology.org/S18-0223/,,arxiv,False,,
doi:10.18653/v1/w17-0802,Finding Good Conversations Online: The Yahoo News Annotated Comments Corpus,Courtney Napoles; Joel Tetreault; Aasish Pappu; Enrica Rosato,2017,,dialogue|resources,workshop,https://aclanthology.org/W17-0802.pdf,https://aclanthology.org/W17-0802/,,acl,False,,
doi:10.18653/v1/w19-4511,Argumentative Evidences Classification and Argument Scheme Detection Using Tree Kernels,Davide Liga,2019,,mining,workshop,https://aclanthology.org/W19-4511.pdf,https://aclanthology.org/W19-4511/,,acl,False,,
doi:10.18653/v1/w19-4513,Detecting Argumentative Discourse Acts with Linguistic Alignment,Timothy Niven; Hung-Yu Kao,2019,,dialogue|mining,workshop,https://aclanthology.org/W19-4513.pdf,https://aclanthology.org/W19-4513/,,acl,False,,
doi:10.24963/ijcai.2022/575,Fallacious Argument Classification in Political Debates,Pierpaolo Goffredo; Shohreh Haddadan; Vorakit Vorakitphan; Elena Cabrio,2022,,dialogue|quality,conference,https://www.ijcai.org/proceedings/2022/575,https://www.ijcai.org/proceedings/2022/575,,,False,,
doi:10.24963/kr.2020/82,( )-toksia: An Efficient Abstract Argumentation Reasoner,Andreas Niskanen; Matti Jarvisalo,2020,,formal,conference,,,,,False,,
doi:10.24963/kr.2021/52,Existential Abstraction on Argumentation Frameworks via Clustering,Zeynep G. Saribatur; Johannes P. Wallner,2021,,formal,conference,,,,,False,,
doi:10.3233/978-1-61499-436-7-185,Towards Argument Mining from Dialogue,Katarzyna Budzynska; Mathilde Janier; Juyeon Kang; Chris Reed,2014,,mining,conference,,,,,False,,
doi:10.63317/3abueoaae2s2,SENSEI-ASG: A Challenging Dataset for Argument Summary Graph Parsing,Jonathan Clayton; Marco Damonte; Robert Gaizauskas,2026,,dialogue|mining|resources,conference,https://aclanthology.org/2026.lrec-1.648.pdf,https://aclanthology.org/2026.lrec-1.648/,,acl,False,,
doi:10.63317/3z4jk3uj7pfe,MAD: A Corpus of Multilingual Argumentative Deliberation,Eimear Maguire; Ella Schad; Jacky Visser; Chris Reed,2026,,dialogue|formal|mining|resources,conference,https://aclanthology.org/2026.lrec-1.554.pdf,https://aclanthology.org/2026.lrec-1.554/,,acl,False,,
doi:10.63317/56u9na3ackbw,Towards Complex Debate Understanding: Predicting Claim Impact Scores through the Modelling of Claim Interactions,Maxime Brouat; Mihai Surdeanu; Srdjan Vesic; Eduardo Blanco,2026,,dialogue|mining,conference,https://aclanthology.org/2026.lrec-1.656.pdf,https://aclanthology.org/2026.lrec-1.656/,,acl,False,,
title:086a74f378ea8c45dcbcc85ffa51c014b22dc35d,Structured Representation Learning for Online Debate Stance Prediction,Chang Li; Aldo Porco; Dan Goldwasser,2018,,dialogue,conference,https://aclanthology.org/C18-1316.pdf,https://aclanthology.org/C18-1316/,,acl,False,,
title:094b789e0b373b0b4f7d9f5ebce6ed46c053cb97,A Systematic Theory of Argumentation: The Pragma-dialectical Approach,F.H. van Eemeren; R. Grootendorst; R. Grootendorst,2004,,formal,book,https://books.google.ch/books?id=zwrT59ghp9UC,https://books.google.ch/books?id=zwrT59ghp9UC,,,False,,
title:0e761b7f3f4eb9b36f60466319ed042d608a5584,pygarg: A Python library for abstract argumentation,Jean-Guy Mailly,2024,,formal,,,,,,False,,
title:13bfaa0b44c99e5dc8d67cf03d56759c3c9a0fbb,Computational Problems in Formal Argumentation and their Complexity,Wolfgand Dvorak; Paul E. Dunne,2018,,formal,chapter,,,,,False,,
title:19957c325f9f645e9b83b666eefc45abc2eeffa9,Ethos and Pathos from Aristotle to Cicero,Jakob Wisse,1989,,dialogue,,,,,,False,,
title:22e94cb9977bdaf4f3ae7c38417ac29e0fdd6fa9,Unsupervised Argumentation Mining in Student Essays,Isaac Persing; Vincent Ng,2020,,mining,conference,https://aclanthology.org/2020.lrec-1.839.pdf,https://aclanthology.org/2020.lrec-1.839/,,acl,False,,
title:242c936e249102d4ae9a323445ac606f21136d7d,Argument Quality Assessment in the Age of Instruction-Following Large Language Models,Henning Wachsmuth; Gabriella Lapesa; Elena Cabrio; Anne Lauscher,2024,,llm|quality,conference,https://aclanthology.org/2024.lrec-main.135.pdf,https://aclanthology.org/2024.lrec-main.135/,,acl,False,,
title:37e0c6410a8f87ed1c68d0e957cce68453ed697d,The Search for Agreement on Logical Fallacy Annotation of an Infodemic,Claire Bonial; Austin Blodgett; Taylor Hudson; Stephanie M. Lukin,2022,,quality|resources,conference,https://aclanthology.org/2022.lrec-1.471.pdf,https://aclanthology.org/2022.lrec-1.471/,,acl,False,,
title:3a7e6aa283c01149b835bfe5ef8f04cb26073558,AIF+: Dialogue in the Argument Interchange Format,Chris Reed; Simon Wells; Joseph Devereux; Glenn Rowe,2008,,formal,conference,http://www.booksonline.iospress.nl/Content/View.aspx?piid=9290,http://www.booksonline.iospress.nl/Content/View.aspx?piid=9290,,,False,,
title:3fa72b1c121895c0b5cc020c5f3311b28eeec9d0,Logical fallacies in social media: A discourse analysis in political debate,Didin Nuruddin Hidayat; Maya Defianty; Ummi Kultsum; Agus Sufyan,2020,,dialogue,conference,,,,,False,,
title:43664ff5469c162cd10c59c61f42c70ec0a04273,FELM: Benchmarking Factuality Evaluation of Large Language Models,Shiqi Chen; Yiran Zhao; Jinghan Zhang; I-Chun Chern,2023,,llm|resources,conference,https://openreview.net/forum?id=jSO7Vgolc6,https://openreview.net/forum?id=jSO7Vgolc6,https://github.com/DAMO-NLP-SG/LLM-argumentation,,False,,
title:4981c968e6b2dde7090be6cc1cd312d1d74031a3,Multimodal Argument Mining: A Case Study in Political Debates,Eleonora Mancini; Federico Ruggeri; Andrea Galassi; Paolo Torroni,2022,,dialogue|mining,workshop,https://aclanthology.org/2022.argmining-1.15.pdf,https://aclanthology.org/2022.argmining-1.15/,,acl,False,,
title:6457c0c62d48553535d42b5babc7cbbcd6b3d9f7,Approval Ballot-based Argumentation Frameworks,Michael Bernreiter; [Other Authors],2023,,formal|resources,conference,,,,,False,,
title:74db1c64264e5b076e269fc5d8479c900bcd0dfb,The RIP Corpus of Collaborative Hypothesis-Making,Ella Schad; Jacky Visser; Chris Reed,2024,,dialogue|resources,conference,https://aclanthology.org/2024.lrec-main.1395.pdf,https://aclanthology.org/2024.lrec-main.1395/,,acl,False,,
title:82743ea5608bd6d44ac95c0c7fe559f68bdbdc44,Budget Argument Mining Dataset Using Japanese Minutes from the National Diet and Local Assemblies,Yasutomo Kimura; Hokuto Ototake; Minoru Sasaki,2022,,mining|resources,conference,https://aclanthology.org/2022.lrec-1.659.pdf,https://aclanthology.org/2022.lrec-1.659/,https://github.com/Hellisotherpeople/DebateSum,acl,False,,
title:87a5218b441b141eb2e0c4ddef58aa8c319149a1,Generating Argumentation Frameworks for experimental evaluations,Federico Cerutti; Massimiliano Giacomin; Mauro Vallati,2017,,formal,conference,,,,,False,,
title:8db64789fc1c4b1466def0dbaca4c9f87ea4a9b0,Assessing Open-Weight Large Language Models on Argumentation Mining Subtasks,Mohammad Yeghaneh Abkenar; Weixing Wang; Hendrik Graupner; Manfred Stede,2025,,llm|mining,conference,https://aclanthology.org/2025.swisstext-1.2.pdf,https://aclanthology.org/2025.swisstext-1.2/,,acl,False,,
title:9d98669d1da1dec83adb8c252f7bbe3c543ecdf2,Predicting the Presence of Reasoning Markers in Argumentative Text,Jonathan Clayton; Rob Gaizauskas,2022,,mining|resources,workshop,https://aclanthology.org/2022.argmining-1.13.pdf,https://aclanthology.org/2022.argmining-1.13/,,acl,False,,
title:c2f852346dadfdb67af881abcac6d052dd7b1f63,Checking the acceptability of a set of arguments,Philippe Besnard; Sylvie Doutre,2004,,formal,conference,http://www.pims.math.ca/science/2004/NMR/papers.html,http://www.pims.math.ca/science/2004/NMR/papers.html,,,False,,
title:c37ef843550bff65ee906eb8cc5eae20dfaaeced,Graph-based Argument Quality Assessment,Ekaterina Saveleva; Volha Petukhova; Marius Mosbach; Dietrich Klakow,2021,,quality,conference,https://aclanthology.org/2021.ranlp-1.143.pdf,https://aclanthology.org/2021.ranlp-1.143/,,acl,False,,
title:c7ac8420009a49bf47b27a099ab4c39f9e5c301c,X -stance: A Multilingual Multi-Target Dataset for Stance Detection,Jannis Vamvas; Rico Sennrich,2020,,quality|resources,conference,https://ceur-ws.org/Vol-2624/paper9.pdf,https://ceur-ws.org/Vol-2624/paper9.pdf,,,False,,
title:c80bc30d161b94326a731ee7899e9df26fa17ca3,Inference Anchoring Theory + Content,Joseph Corneli; Dave Murray-Rust; Gabriela Rino Nesin; Alison Pease,,,dialogue|formal,journal,,,,,False,,
title:c89f0e12d201e9914d48c8b67ee0c29b5fd068f3,Improving factuality and reasoning in language models through multiagent debate,Yilun Du; Shuang Li; Antonio Torralba; Joshua B Tenenbaum,2023,,dialogue,preprint,,,,,False,,
title:df299e3284c272f02cac357fba80718526676f2a,The uses of argument,Stephen E. Toulmin,1960,,formal,conference,https://api.semanticscholar.org/CorpusID:120694372,https://api.semanticscholar.org/CorpusID:120694372,,,False,,
title:e86da16d37e72d569bd15e63b510de4e9bdae8e8,Measuring Mathematical Problem Solving With the MATH Dataset,Dan Hendrycks; Collin Burns; Saurav Kadavath; Akul Arora,2021,,resources,journal,,,,,False,,
title:e9a4ef7ada84707d1be4367757541468fa40c461,Transferring Confluent Knowledge to Argument Mining,João António Rodrigues; António Branco,2022,,mining,conference,https://aclanthology.org/2022.coling-1.597.pdf,https://aclanthology.org/2022.coling-1.597/,,acl,False,,
title:eb19f113cb135ee1e009bbd44ae4fd81c63c3ba3,The Carneades Model of Argument and Burden of Proof,Thomas F Gordon; Henry Prakken; Douglas Walton,2007,,dialogue,journal,,,,,False,,
